numerical__Application_Date,numerical__Age,numerical__Income,numerical__Debt_Ratio,numerical__Nb_Borrowers,numerical__Loan_Amt,numerical__Loan_Amt_Req,numerical__LTV,numerical__FICO_Score,numerical__Prior_Custom_Score,numerical__Current_Custom_Score,numerical__CB_Age_Oldest_TL,numerical__CB_Age_Newest_TL,numerical__CB_Avg_Mos_File,numerical__CB_Nb_Sat_TL,numerical__CB_Nb_60_Plus_TL,numerical__CB_Nb_90_Plus_TL,numerical__CB_Pct_Sat_TL,numerical__CB_Mos_Since_Dlq,numerical__CB_Max_Dlq_12_Mos,numerical__CB_Max_Dlq_Ever,numerical__CB_Nb_Total_TL,numerical__CB_Nb_TL_Open_12,numerical__CB_Pct_IL_TL,numerical__CB_Nb_Inq_6_Mos,numerical__CB_Nb_Inq_6_Mos_excl_7_Days,numerical__CB_Rev_Util,numerical__CB_IL_Util,numerical__CB_Nb_Rev_TL_w_Bal,numerical__CB_Nb_IL_TL_w_Bal,numerical__CB_Nb_Rev_Tl_75_Pct_Limit,numerical__CB_Pct_TL_w_Bal,categorical__Region_REG1,categorical__Region_REG2,categorical__Region_REG3,categorical__Region_REG4,categorical__Region_REG5,categorical__Bank_Relationship_M_Ever,categorical__Bank_Relationship_M_Open,categorical__Bank_Relationship_O_Ever,categorical__Bank_Relationship_O_Open,categorical__Bank_Relationship_nan,target
20110501.0,32.0,16360.0,9.0,2.0,145981.0,99500.0,68.0,628.0,232.0,181.0,166.0,13.0,72.0,16.0,2.0,1.0,68.0,3.0,4.0,2.0,19.0,0.0,42.0,0.0,0.0,42.0,73.0,4.0,3.0,2.0,78.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0
20110501.0,56.0,8167.0,21.0,2.0,118124.0,56000.0,81.0,775.0,252.0,266.0,386.0,2.0,125.0,25.0,0.0,0.0,96.0,34.0,6.0,6.0,49.0,1.0,39.0,1.0,1.0,2.0,72.0,4.0,3.0,0.0,64.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1
20100501.0,48.0,6933.0,12.0,1.0,109342.0,5000.0,85.0,678.0,243.0,197.0,13.0,13.0,13.0,1.0,0.0,0.0,100.0,999.0,7.0,8.0,1.0,0.0,100.0,1.0,1.0,29.0,74.0,3.0,1.0,1.0,100.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0
20110101.0,39.0,7830.0,24.0,2.0,153000.0,15000.0,97.0,656.0,238.0,200.0,207.0,25.0,77.0,11.0,2.0,2.0,82.0,13.0,6.0,6.0,11.0,0.0,36.0,2.0,2.0,57.0,22.0,2.0,2.0,0.0,71.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0
20100901.0,69.0,2647.0,35.0,2.0,68894.0,62000.0,90.0,808.0,288.0,277.0,290.0,6.0,111.0,12.0,0.0,0.0,100.0,999.0,7.0,8.0,12.0,1.0,17.0,1.0,1.0,0.0,74.0,1.0,2.0,0.0,13.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1
20100301.0,42.0,4374.0,25.0,1.0,125001.0,11000.0,100.0,642.0,201.0,136.0,84.0,12.0,28.0,4.0,2.0,2.0,80.0,61.0,6.0,2.0,6.0,0.0,60.0,3.0,3.0,101.0,93.0,2.0,2.0,2.0,100.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0
20110501.0,30.0,4167.0,26.0,1.0,72000.0,10000.0,95.0,699.0,248.0,184.0,186.0,6.0,76.0,20.0,0.0,0.0,97.0,70.0,6.0,6.0,21.0,1.0,33.0,1.0,1.0,29.0,74.0,3.0,2.0,1.0,67.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0
20110701.0,35.0,19333.0,33.0,2.0,735000.0,120000.0,70.0,704.0,278.0,237.0,200.0,2.0,74.0,70.0,0.0,0.0,99.0,39.0,6.0,6.0,71.0,4.0,66.0,8.0,8.0,9.0,94.0,4.0,9.0,0.0,82.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1
20120201.0,58.0,0.0,12.0,2.0,0.0,75000.0,89.0,699.0,0.0,204.0,186.0,6.0,76.0,20.0,0.0,0.0,97.0,70.0,6.0,6.0,21.0,1.0,33.0,1.0,1.0,29.0,74.0,3.0,2.0,1.0,67.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1
20100401.0,79.0,5974.0,34.0,1.0,245000.0,29000.0,90.0,719.0,273.0,230.0,40.0,8.0,94.0,12.0,0.0,0.0,83.0,6.0,4.0,6.0,9.0,1.0,8.0,2.0,2.0,3.0,74.0,2.0,2.0,0.0,50.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0
20120101.0,44.0,8667.0,19.0,2.0,71524.0,42500.0,100.0,763.0,310.0,260.0,227.0,13.0,95.0,18.0,0.0,0.0,100.0,999.0,7.0,8.0,19.0,0.0,37.0,0.0,0.0,26.0,33.0,2.0,2.0,0.0,50.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1
20110601.0,27.0,4583.0,31.0,1.0,107000.0,12000.0,90.0,687.0,268.0,212.0,78.0,4.0,50.0,23.0,0.0,0.0,96.0,11.0,4.0,6.0,24.0,1.0,46.0,2.0,2.0,48.0,76.0,2.0,5.0,0.0,78.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1
20101101.0,54.0,2352.0,40.0,1.0,103515.0,15000.0,100.0,636.0,227.0,195.0,49.0,2.0,25.0,24.0,0.0,0.0,100.0,999.0,7.0,8.0,25.0,6.0,32.0,2.0,2.0,35.0,73.0,9.0,4.0,2.0,72.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0
20100601.0,30.0,4274.0,34.0,1.0,112122.0,17000.0,90.0,687.0,228.0,191.0,69.0,18.0,44.0,10.0,0.0,0.0,100.0,999.0,7.0,8.0,10.0,0.0,20.0,4.0,4.0,70.0,53.0,3.0,1.0,2.0,57.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0
20110601.0,52.0,10833.0,16.0,2.0,116930.0,50000.0,85.0,649.0,255.0,206.0,252.0,1.0,88.0,17.0,0.0,0.0,94.0,5.0,4.0,6.0,18.0,2.0,17.0,2.0,2.0,42.0,74.0,7.0,1.0,3.0,57.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0
20101001.0,51.0,4583.0,25.0,1.0,141977.0,20000.0,67.0,758.0,285.0,244.0,139.0,9.0,59.0,17.0,0.0,0.0,100.0,999.0,7.0,8.0,17.0,1.0,35.0,0.0,0.0,0.0,74.0,1.0,1.0,1.0,50.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1
20100401.0,75.0,2200.0,50.0,1.0,71027.0,46800.0,66.0,689.0,281.0,212.0,319.0,18.0,160.0,6.0,1.0,0.0,86.0,7.0,3.0,5.0,7.0,0.0,71.0,0.0,0.0,16.0,74.0,1.0,1.0,0.0,100.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0
20100601.0,60.0,1600.0,44.0,1.0,93384.0,10000.0,79.0,743.0,265.0,265.0,393.0,58.0,221.0,8.0,0.0,0.0,100.0,999.0,7.0,8.0,8.0,0.0,0.0,0.0,0.0,51.0,74.0,5.0,2.0,2.0,100.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1
20110401.0,44.0,4667.0,33.0,1.0,179509.0,30000.0,85.0,642.0,222.0,184.0,159.0,2.0,80.0,27.0,3.0,2.0,74.0,5.0,4.0,2.0,32.0,2.0,10.0,1.0,1.0,21.0,74.0,5.0,1.0,2.0,50.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0
20110401.0,39.0,3167.0,43.0,1.0,138963.0,50000.0,81.0,644.0,265.0,212.0,154.0,6.0,84.0,11.0,1.0,0.0,92.0,1.0,3.0,5.0,12.0,1.0,25.0,2.0,2.0,5.0,93.0,1.0,2.0,0.0,75.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0
20100901.0,31.0,7124.0,24.0,2.0,183000.0,37200.0,100.0,657.0,225.0,191.0,154.0,3.0,64.0,19.0,1.0,1.0,95.0,10.0,0.0,2.0,20.0,2.0,20.0,1.0,1.0,60.0,33.0,8.0,2.0,2.0,73.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0
20111101.0,37.0,0.0,41.0,2.0,0.0,50000.0,48.0,699.0,0.0,196.0,186.0,6.0,76.0,20.0,0.0,0.0,97.0,70.0,6.0,6.0,21.0,1.0,33.0,1.0,1.0,29.0,74.0,3.0,2.0,1.0,67.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1
20100801.0,50.0,2917.0,15.0,1.0,50284.0,30000.0,60.0,761.0,237.0,250.0,152.0,2.0,74.0,10.0,0.0,0.0,85.0,37.0,6.0,6.0,16.0,4.0,15.0,0.0,0.0,8.0,74.0,5.0,2.0,0.0,63.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1
20100301.0,41.0,10000.0,27.0,1.0,243124.0,100000.0,99.0,706.0,300.0,255.0,164.0,6.0,76.0,43.0,0.0,0.0,100.0,999.0,7.0,8.0,47.0,1.0,32.0,1.0,1.0,3.0,74.0,3.0,1.0,0.0,31.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1
20110101.0,32.0,4325.0,41.0,1.0,192000.0,25000.0,79.0,634.0,218.0,178.0,47.0,12.0,31.0,2.0,0.0,0.0,33.0,5.0,4.0,6.0,3.0,0.0,33.0,0.0,0.0,72.0,74.0,1.0,2.0,0.0,100.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0
20100501.0,53.0,4167.0,47.0,1.0,144001.0,30000.0,100.0,748.0,282.0,259.0,211.0,3.0,55.0,19.0,0.0,0.0,95.0,81.0,6.0,6.0,19.0,3.0,16.0,3.0,3.0,5.0,82.0,1.0,2.0,0.0,27.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1
20110701.0,44.0,8417.0,32.0,2.0,220000.0,18600.0,100.0,623.0,252.0,233.0,186.0,6.0,74.0,35.0,0.0,0.0,97.0,26.0,6.0,6.0,38.0,3.0,31.0,0.0,0.0,60.0,73.0,10.0,4.0,4.0,67.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1
20100601.0,35.0,3665.0,29.0,1.0,109890.0,15300.0,97.0,789.0,288.0,273.0,173.0,3.0,104.0,12.0,0.0,0.0,100.0,999.0,7.0,8.0,12.0,1.0,33.0,1.0,1.0,0.0,74.0,1.0,1.0,0.0,25.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0
20110501.0,34.0,8667.0,22.0,1.0,187478.0,59400.0,100.0,724.0,278.0,239.0,177.0,30.0,80.0,13.0,0.0,0.0,85.0,26.0,6.0,6.0,13.0,0.0,54.0,1.0,1.0,42.0,74.0,2.0,1.0,0.0,60.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1
20110801.0,45.0,3250.0,40.0,1.0,171622.0,60000.0,61.0,806.0,272.0,272.0,303.0,4.0,101.0,11.0,0.0,0.0,100.0,999.0,7.0,8.0,12.0,1.0,36.0,0.0,0.0,1.0,97.0,2.0,2.0,0.0,57.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1
20100301.0,37.0,2677.0,27.0,2.0,90000.0,10500.0,96.0,749.0,277.0,207.0,146.0,16.0,63.0,3.0,0.0,0.0,100.0,999.0,7.0,8.0,3.0,0.0,67.0,1.0,0.0,29.0,86.0,3.0,2.0,1.0,100.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0
20101101.0,53.0,3000.0,42.0,1.0,88000.0,30000.0,77.0,621.0,221.0,221.0,307.0,6.0,79.0,14.0,1.0,0.0,73.0,18.0,6.0,5.0,15.0,2.0,53.0,0.0,0.0,81.0,75.0,3.0,3.0,2.0,86.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0
20110401.0,34.0,4167.0,27.0,1.0,91000.0,12500.0,86.0,662.0,221.0,232.0,87.0,2.0,46.0,18.0,1.0,1.0,100.0,999.0,7.0,8.0,20.0,3.0,16.0,4.0,4.0,39.0,74.0,3.0,1.0,1.0,40.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0
20110901.0,27.0,16667.0,14.0,2.0,257000.0,24000.0,94.0,749.0,295.0,231.0,113.0,2.0,53.0,15.0,0.0,0.0,100.0,999.0,7.0,8.0,16.0,3.0,0.0,1.0,1.0,19.0,74.0,4.0,2.0,0.0,44.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1
20110201.0,51.0,6500.0,28.0,2.0,271810.0,50000.0,36.0,751.0,286.0,286.0,345.0,19.0,112.0,22.0,0.0,0.0,95.0,70.0,6.0,6.0,22.0,0.0,41.0,0.0,0.0,1.0,23.0,2.0,3.0,0.0,45.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1
20100801.0,41.0,4717.0,36.0,1.0,160000.0,100000.0,63.0,760.0,253.0,253.0,205.0,3.0,105.0,7.0,0.0,0.0,100.0,999.0,7.0,8.0,7.0,3.0,86.0,0.0,0.0,29.0,69.0,3.0,3.0,1.0,100.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1
20110701.0,41.0,3092.0,40.0,2.0,119000.0,25000.0,74.0,657.0,230.0,210.0,159.0,1.0,54.0,20.0,1.0,0.0,89.0,20.0,5.0,5.0,27.0,2.0,52.0,2.0,2.0,42.0,94.0,4.0,2.0,2.0,86.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1
20110801.0,37.0,4001.0,44.0,1.0,159000.0,50000.0,100.0,752.0,250.0,264.0,165.0,2.0,67.0,36.0,0.0,0.0,100.0,999.0,7.0,8.0,33.0,4.0,22.0,0.0,0.0,7.0,33.0,6.0,3.0,0.0,75.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1
20110801.0,55.0,9667.0,44.0,2.0,138000.0,91000.0,66.0,764.0,293.0,293.0,347.0,7.0,137.0,24.0,0.0,0.0,100.0,999.0,7.0,8.0,28.0,1.0,21.0,2.0,2.0,4.0,74.0,3.0,2.0,0.0,56.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1
20110401.0,44.0,10151.0,36.0,2.0,246000.0,100000.0,97.0,761.0,265.0,260.0,287.0,4.0,91.0,26.0,0.0,0.0,100.0,999.0,7.0,8.0,27.0,3.0,42.0,1.0,1.0,11.0,71.0,3.0,2.0,0.0,58.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1
20110301.0,64.0,2570.0,40.0,1.0,89395.0,30000.0,83.0,783.0,285.0,243.0,253.0,0.0,92.0,13.0,0.0,0.0,93.0,58.0,6.0,6.0,15.0,2.0,33.0,0.0,0.0,0.0,74.0,0.0,1.0,0.0,20.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1
20110101.0,39.0,6250.0,29.0,1.0,27000.0,18900.0,70.0,685.0,190.0,186.0,70.0,3.0,35.0,21.0,0.0,0.0,100.0,999.0,7.0,8.0,24.0,6.0,25.0,4.0,4.0,43.0,74.0,6.0,3.0,3.0,60.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1
20101001.0,39.0,14334.0,19.0,2.0,276000.0,50000.0,18.0,765.0,274.0,274.0,178.0,3.0,65.0,30.0,0.0,0.0,100.0,999.0,7.0,8.0,36.0,5.0,47.0,0.0,0.0,12.0,74.0,3.0,1.0,0.0,44.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1
20100301.0,41.0,19583.0,16.0,2.0,364993.0,50000.0,90.0,757.0,296.0,237.0,127.0,4.0,57.0,50.0,0.0,0.0,100.0,999.0,5.0,7.0,28.0,3.0,20.0,0.0,0.0,19.0,98.0,6.0,4.0,0.0,59.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0
20111101.0,35.0,11667.0,21.0,2.0,252000.0,50000.0,97.0,681.0,273.0,239.0,119.0,5.0,77.0,54.0,0.0,0.0,98.0,15.0,6.0,6.0,7.0,5.0,31.0,1.0,1.0,19.0,87.0,4.0,3.0,0.0,73.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1
20100901.0,62.0,6667.0,13.0,1.0,71555.0,60000.0,84.0,761.0,293.0,268.0,344.0,42.0,151.0,10.0,0.0,0.0,90.0,38.0,6.0,6.0,10.0,0.0,40.0,0.0,0.0,5.0,74.0,1.0,2.0,1.0,33.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0
20100801.0,48.0,6250.0,26.0,1.0,130410.0,22000.0,100.0,707.0,223.0,209.0,61.0,1.0,83.0,33.0,6.0,6.0,91.0,36.0,6.0,6.0,25.0,5.0,51.0,1.0,1.0,8.0,95.0,5.0,3.0,0.0,67.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0
20110601.0,33.0,6250.0,24.0,2.0,145002.0,50000.0,99.0,699.0,267.0,184.0,186.0,6.0,76.0,20.0,0.0,0.0,97.0,70.0,6.0,6.0,21.0,1.0,33.0,1.0,1.0,29.0,74.0,3.0,2.0,1.0,67.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1
20100501.0,34.0,5000.0,31.0,1.0,180000.0,26300.0,100.0,712.0,255.0,255.0,148.0,16.0,83.0,22.0,0.0,0.0,100.0,999.0,7.0,8.0,23.0,0.0,57.0,4.0,4.0,66.0,57.0,2.0,10.0,0.0,92.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1
20111201.0,32.0,6267.0,18.0,2.0,128000.0,76000.0,95.0,737.0,212.0,225.0,106.0,2.0,39.0,9.0,0.0,0.0,100.0,999.0,7.0,8.0,7.0,1.0,50.0,1.0,1.0,26.0,65.0,2.0,3.0,0.0,63.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1
20111001.0,53.0,7333.0,23.0,2.0,182000.0,17700.0,90.0,749.0,257.0,261.0,330.0,1.0,102.0,38.0,0.0,0.0,95.0,18.0,6.0,6.0,40.0,3.0,18.0,2.0,2.0,3.0,76.0,2.0,2.0,0.0,20.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1
20110601.0,32.0,8167.0,25.0,2.0,173800.0,50000.0,75.0,682.0,214.0,214.0,151.0,32.0,84.0,14.0,1.0,1.0,93.0,3.0,1.0,3.0,15.0,0.0,40.0,1.0,0.0,1.0,21.0,1.0,2.0,0.0,75.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1
20110801.0,37.0,5683.0,25.0,1.0,102000.0,25400.0,100.0,638.0,226.0,211.0,170.0,7.0,83.0,26.0,7.0,0.0,80.0,58.0,6.0,5.0,35.0,1.0,37.0,0.0,0.0,90.0,70.0,5.0,9.0,5.0,94.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0
20100601.0,36.0,1917.0,36.0,1.0,68869.0,17000.0,41.0,788.0,296.0,273.0,133.0,14.0,63.0,5.0,0.0,0.0,100.0,999.0,7.0,8.0,6.0,0.0,40.0,0.0,0.0,4.0,44.0,1.0,2.0,0.0,75.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0
20101101.0,46.0,4806.0,23.0,1.0,100000.0,17000.0,93.0,676.0,263.0,217.0,207.0,2.0,86.0,30.0,0.0,0.0,94.0,2.0,4.0,6.0,57.0,3.0,16.0,2.0,2.0,19.0,51.0,3.0,2.0,0.0,36.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0
20100801.0,37.0,7000.0,23.0,1.0,263160.0,15000.0,66.0,657.0,229.0,214.0,164.0,8.0,71.0,25.0,1.0,0.0,92.0,7.0,4.0,6.0,26.0,3.0,38.0,3.0,3.0,58.0,84.0,3.0,3.0,0.0,67.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0
20101001.0,45.0,7251.0,25.0,2.0,83000.0,22400.0,96.0,620.0,194.0,194.0,232.0,3.0,83.0,21.0,0.0,0.0,63.0,0.0,4.0,6.0,24.0,3.0,29.0,1.0,1.0,90.0,36.0,10.0,2.0,4.0,93.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1
20110401.0,47.0,5992.0,33.0,2.0,113000.0,30000.0,100.0,614.0,228.0,179.0,64.0,18.0,48.0,2.0,1.0,1.0,75.0,8.0,0.0,6.0,5.0,0.0,100.0,0.0,0.0,29.0,74.0,3.0,1.0,1.0,100.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0
20110101.0,45.0,26291.0,40.0,1.0,380000.0,150000.0,90.0,754.0,295.0,246.0,192.0,8.0,88.0,17.0,0.0,0.0,94.0,81.0,6.0,6.0,17.0,1.0,35.0,0.0,0.0,0.0,92.0,1.0,2.0,0.0,38.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0
20100401.0,49.0,9983.0,26.0,2.0,337590.0,100000.0,62.0,809.0,320.0,269.0,336.0,20.0,122.0,17.0,0.0,0.0,100.0,999.0,7.0,8.0,17.0,0.0,18.0,0.0,0.0,2.0,74.0,2.0,1.0,0.0,27.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1
20100901.0,35.0,7250.0,22.0,2.0,200001.0,30000.0,95.0,670.0,233.0,211.0,134.0,3.0,51.0,21.0,0.0,0.0,100.0,999.0,7.0,8.0,21.0,5.0,29.0,3.0,3.0,59.0,44.0,5.0,2.0,3.0,58.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0
20100901.0,33.0,9000.0,24.0,2.0,263340.0,20000.0,84.0,722.0,307.0,246.0,150.0,17.0,75.0,27.0,0.0,0.0,96.0,30.0,6.0,6.0,27.0,0.0,22.0,2.0,2.0,14.0,74.0,4.0,1.0,1.0,42.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1
