numerical__Application_Date,numerical__Age,numerical__Income,numerical__Debt_Ratio,numerical__Nb_Borrowers,numerical__Loan_Amt,numerical__Loan_Amt_Req,numerical__LTV,numerical__FICO_Score,numerical__Prior_Custom_Score,numerical__Current_Custom_Score,numerical__CB_Age_Oldest_TL,numerical__CB_Age_Newest_TL,numerical__CB_Avg_Mos_File,numerical__CB_Nb_Sat_TL,numerical__CB_Nb_60_Plus_TL,numerical__CB_Nb_90_Plus_TL,numerical__CB_Pct_Sat_TL,numerical__CB_Mos_Since_Dlq,numerical__CB_Max_Dlq_12_Mos,numerical__CB_Max_Dlq_Ever,numerical__CB_Nb_Total_TL,numerical__CB_Nb_TL_Open_12,numerical__CB_Pct_IL_TL,numerical__CB_Nb_Inq_6_Mos,numerical__CB_Nb_Inq_6_Mos_excl_7_Days,numerical__CB_Rev_Util,numerical__CB_IL_Util,numerical__CB_Nb_Rev_TL_w_Bal,numerical__CB_Nb_IL_TL_w_Bal,numerical__CB_Nb_Rev_Tl_75_Pct_Limit,numerical__CB_Pct_TL_w_Bal,categorical__Region_REG1,categorical__Region_REG2,categorical__Region_REG3,categorical__Region_REG4,categorical__Region_REG5,categorical__Bank_Relationship_M_Ever,categorical__Bank_Relationship_M_Open,categorical__Bank_Relationship_O_Ever,categorical__Bank_Relationship_O_Open,categorical__Bank_Relationship_nan,target
20101001.0,49.0,3750.0,30.0,1.0,92840.0,32000.0,95.0,711.0,279.0,228.0,277.0,30.0,123.0,24.0,0.0,0.0,88.0,12.0,6.0,6.0,24.0,0.0,25.0,0.0,0.0,45.0,74.0,12.0,1.0,2.0,93.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0
20100701.0,50.0,6000.0,12.0,1.0,60000.0,25000.0,88.0,653.0,207.0,199.0,174.0,1.0,62.0,11.0,1.0,0.0,79.0,5.0,3.0,5.0,14.0,1.0,29.0,5.0,5.0,37.0,101.0,5.0,2.0,2.0,70.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0
20100301.0,32.0,3683.0,31.0,2.0,91226.0,20000.0,96.0,752.0,300.0,246.0,137.0,9.0,66.0,34.0,0.0,0.0,100.0,999.0,7.0,8.0,34.0,1.0,62.0,1.0,1.0,24.0,92.0,3.0,4.0,0.0,78.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0
20110801.0,38.0,3833.0,25.0,1.0,87000.0,25000.0,94.0,750.0,288.0,263.0,126.0,9.0,78.0,18.0,0.0,0.0,100.0,999.0,7.0,8.0,18.0,1.0,83.0,0.0,0.0,0.0,64.0,1.0,3.0,1.0,80.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1
20120101.0,50.0,0.0,28.0,2.0,0.0,30000.0,115.0,699.0,0.0,189.0,186.0,6.0,76.0,20.0,0.0,0.0,97.0,70.0,6.0,6.0,21.0,1.0,33.0,1.0,1.0,29.0,74.0,3.0,2.0,1.0,67.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1
20100901.0,40.0,6588.0,18.0,2.0,86950.0,17440.0,100.0,629.0,206.0,176.0,243.0,11.0,79.0,38.0,1.0,1.0,76.0,7.0,4.0,6.0,43.0,1.0,50.0,1.0,1.0,63.0,78.0,7.0,4.0,4.0,86.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0
20120101.0,41.0,0.0,28.0,1.0,0.0,20000.0,49.0,699.0,0.0,189.0,186.0,6.0,76.0,20.0,0.0,0.0,97.0,70.0,6.0,6.0,21.0,1.0,33.0,1.0,1.0,29.0,74.0,3.0,2.0,1.0,67.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1
20110201.0,52.0,0.0,28.0,2.0,0.0,15000.0,78.0,699.0,0.0,189.0,186.0,6.0,76.0,20.0,0.0,0.0,97.0,70.0,6.0,6.0,21.0,1.0,33.0,1.0,1.0,29.0,74.0,3.0,2.0,1.0,67.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0
20100401.0,59.0,3750.0,42.0,1.0,49000.0,23550.0,100.0,665.0,263.0,239.0,176.0,11.0,81.0,43.0,0.0,0.0,98.0,3.0,4.0,6.0,44.0,1.0,39.0,2.0,2.0,36.0,64.0,3.0,4.0,1.0,47.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0
20100501.0,42.0,4168.0,25.0,2.0,95678.0,20000.0,97.0,700.0,232.0,198.0,169.0,5.0,60.0,21.0,1.0,1.0,96.0,30.0,6.0,3.0,23.0,1.0,52.0,4.0,4.0,66.0,82.0,4.0,3.0,1.0,78.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0
20100901.0,88.0,0.0,28.0,2.0,0.0,7400.0,31.0,699.0,0.0,189.0,186.0,6.0,76.0,20.0,0.0,0.0,97.0,70.0,6.0,6.0,21.0,1.0,33.0,1.0,1.0,29.0,74.0,3.0,2.0,1.0,67.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1
20110501.0,59.0,6333.0,18.0,2.0,116600.0,15000.0,90.0,709.0,280.0,251.0,409.0,7.0,94.0,38.0,0.0,0.0,100.0,999.0,7.0,8.0,39.0,2.0,18.0,1.0,1.0,27.0,69.0,11.0,2.0,2.0,72.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1
