id,age
306,78
307,32
308,52
309,53
310,10
311,33
312,24
313,66
314,45
315,57
316,59
317,59
318,16
319,70
320,10
321,10
322,44
323,6
324,76
325,52
326,49
327,57
328,12
329,37
330,51
331,63
332,24
333,51
334,39
335,33
336,59
337,65
338,32
339,54
340,33
341,23
342,66
343,56
344,7
345,48
346,7
347,30
348,74
349,53
350,1
351,65
352,76
353,58
354,45
355,22
356,31
357,11
358,10
359,9
360,72
361,12
362,37
363,30
364,44
365,19
366,92
367,51
368,62
369,60
370,20
371,62
372,47
373,35
374,3
375,87
376,66
377,73
378,59
379,62
380,53
381,45
382,71
383,37
384,53
385,67
386,37
387,13
388,49
389,0
390,47
391,10
392,8
393,40
394,10
395,31
396,67
397,16
398,26
399,64
400,18
401,59
402,15
403,86
404,68
405,37
406,26
407,58
408,22
409,46
410,58
411,36
412,62
413,8
414,37
415,83
416,1
417,37
418,47
419,35
420,42
421,61
422,47
423,8
424,2
425,72
426,37
427,3
428,37
429,20
430,69
431,5
432,68
433,43
434,29
435,76
436,43
437,0
438,17
439,33
440,24
441,78
442,32
443,61
444,35
445,31
446,63
447,46
448,28
449,8
450,27
451,10
452,30
453,38
454,93
455,32
456,72
457,20
458,54
459,51
460,75
461,43
462,44
463,63
464,48
465,8
466,70
467,35
468,74
469,63
470,41
471,20
472,51
473,62
474,77
475,85
476,68
477,21
478,1
479,11
480,16
481,3
482,69
483,63
484,21
485,9
486,54
487,77
488,51
489,33
490,48
491,48
492,97
493,8
494,53
495,40
496,30
497,29
498,28
499,68
500,7
501,45
502,69
503,63
504,85
505,72
506,17
507,16
508,26
509,71
510,25
511,31
512,44
513,27
514,81
515,43
516,54
517,38
518,46
519,71
520,78
521,71
522,41
523,54
524,10
525,29
526,51
527,47
528,4
529,42
530,64
531,48
532,61
533,73
534,10
535,38
536,20
537,13
538,11
539,48
540,53
541,20
542,61
543,11
544,10
545,77
546,76
547,48
548,1
549,54
550,15
551,29
552,19
553,58
554,40
555,56
556,32
557,8
558,68
559,38
560,18
561,35
562,26
563,3
564,70
565,35
566,66
567,59
568,16
569,46
570,66
571,80
572,66
573,37
574,67
575,11
576,53
577,76
578,67
579,44
580,9
581,25
582,54
583,57
584,67
585,26
586,49
587,5
588,49
589,32
590,11
591,28
592,70
593,57
594,49
595,0
596,17
597,57
598,22
599,16
600,79
601,11
602,11
603,16
604,49
605,10
606,65
607,89
608,47
609,72
610,21
611,47
612,27
613,84
614,30
615,56
616,63
617,10
618,25
619,6
620,35
621,4
622,47
623,33
624,45
625,58
626,70
627,54
628,39
629,2
630,12
631,30
632,1
633,63
634,10
635,86
636,53
637,4
638,58
639,6
640,47
641,53
642,3
643,49
644,29
645,7
646,14
647,59
648,68
649,61
650,45
651,74
652,24
653,66
654,15
655,10
656,40
657,10
658,74
659,67
660,60
661,48
662,69
663,73
664,49
665,70
666,33
667,24
668,38
669,18
670,44
671,76
672,24
673,60
674,70
675,49
676,24
677,34
678,79
679,14
680,67
681,1
682,27
683,7
684,26
685,31
686,63
687,56
688,57
689,29
690,74
691,5
692,67
693,67
694,30
695,50
696,15
697,38
698,21
699,4
700,11
701,22
702,26
703,34
704,12
705,63
706,17
707,9
708,29
709,11
710,16
711,5
712,46
713,72
714,46
715,29
716,31
717,38
718,26
719,69
720,2
721,30
722,46
723,40
724,22
725,23
726,56
727,65
728,54
729,47
730,25
731,47
732,2
733,25
734,38
735,11
736,24
737,12
738,86
739,41
740,19
741,51
742,18
743,73
744,5
745,22
746,65
747,55
748,75
749,59
750,48
751,50
752,47
753,29
754,31
755,93
756,49
757,41
758,49
759,34
760,28
761,44
762,27
763,3
764,5
765,62
766,33
767,51
768,39
769,53
770,48
771,72
772,86
773,79
774,59
775,40
776,34
777,61
778,5
779,83
780,57
781,3
782,60
783,26
784,65
785,63
786,4
787,45
788,52
789,26
790,74
791,58
792,65
793,37
794,45
795,58
796,59
797,29
798,46
799,69
800,67
801,58
802,53
803,51
804,59
805,32
806,32
807,54
808,80
809,37
810,19
811,49
812,71
813,15
814,5
815,63
816,90
817,37
818,43
819,61
820,18
821,29
822,1
823,34
824,86
825,16
826,3
827,64
828,76
829,38
830,28
831,1
832,8
833,83
834,78
835,59
836,66
837,64
838,32
839,30
840,50
841,79
842,55
843,61
844,73
845,1
846,13
847,56
848,73
849,26
850,2
851,77
852,57
853,44
854,57
855,34
856,21
857,72
858,39
859,47
860,47
861,48
862,13
863,36
864,19
865,3
866,45
867,60
868,22
869,70
870,30
871,65
872,26
873,17
874,78
875,89
876,1
877,57
878,5
879,16
880,41
881,49
882,45
883,29
884,49
885,46
886,38
887,23
888,51
889,39
890,83
891,8
892,92
893,25
894,73
895,89
896,52
897,52
898,19
899,89
900,43
901,2
902,34
903,64
904,24
905,29
906,25
907,15
908,54
909,67
910,42
911,88
912,26
913,89
914,32
915,77
916,31
917,23
918,67
919,53
920,40
921,50
922,31
923,81
924,5
925,83
926,50
927,37
928,28
929,22
930,10
931,27
932,23
933,59
934,33
935,18
936,73
937,26
938,22
939,49
940,28
941,21
942,15
943,61
944,32
945,33
946,32
947,32
948,30
949,8
950,38
951,30
952,50
953,19
954,39
955,0
956,0
957,54
958,5
959,25
960,75
961,0
962,62
963,56
964,37
965,12
966,8
967,28
968,62
969,88
970,16
971,21
972,1
973,36
974,52
975,64
976,46
977,75
978,67
979,42
980,6
981,23
982,53
983,15
984,48
985,2
986,8
987,25
988,37
989,68
990,70
991,16
992,35
993,9
994,39
995,77
996,38
997,7
998,36
999,50
1000,49
1001,20
1002,33
1003,21
1004,67
1005,7
1006,67
1007,58
1008,63
1009,52
1010,23
1011,88
1012,18
1013,17
1014,69
1015,36
1016,18
1017,54
1018,29
1019,46
1020,7
1021,11
1022,37
1023,20
1024,57
1025,5
1026,79
1027,53
1028,96
1029,18
1030,0
1031,55
1032,37
1033,55
1034,68
1035,34
1036,35
1037,84
1038,35
1039,56
1040,64
1041,41
1042,59
1043,2
1044,64
1045,61
1046,60
1047,5
1048,33
1049,46
1050,71
1051,54
1052,55
1053,51
1054,46
1055,25
1056,44
1057,68
1058,18
1059,5
1060,9
1061,3
1062,24
1063,27
1064,1
1065,13
1066,7
1067,81
1068,56
1069,6
1070,0
1071,15
1072,61
1073,17
1074,11
1075,69
1076,47
1077,40
1078,56
1079,45
1080,39
1081,60
1082,44
1083,4
1084,38
1085,62
1086,18
1087,82
1088,27
1089,11
1090,69
1091,35
1092,72
1093,41
1094,76
1095,14
1096,33
1097,57
1098,50
1099,68
1100,77
1101,56
1102,56
1103,71
1104,10
1105,72
1106,39
1107,52
1108,52
1109,39
1110,1
1111,52
1112,54
1113,2
1114,69
1115,76
1116,72
1117,35
1118,34
1119,23
1120,54
1121,46
1122,42
1123,71
1124,41
1125,59
1126,57
1127,65
1128,66
1129,29
1130,70
1131,69
1132,48
1133,92
1134,13
1135,34
1136,27
1137,9
1138,68
1139,70
1140,12
1141,62
1142,67
1143,1
1144,74
1145,59
1146,45
1147,1
1148,33
1149,13
1150,32
1151,40
1152,73
1153,8
1154,33
1155,36
1156,63
1157,45
1158,75
1159,25
1160,92
1161,32
1162,20
1163,1
1164,8
1165,10
1166,67
1167,73
1168,8
1169,84
1170,3
1171,66
1172,19
1173,64
1174,19
1175,70
1176,29
1177,26
1178,51
1179,64
1180,56
1181,45
1182,23
1183,78
1184,10
1185,83
1186,71
1187,47
1188,40
1189,28
1190,59
1191,62
1192,75
1193,4
1194,42
1195,72
1196,86
1197,53
1198,50
1199,34
1200,38
1201,33
1202,74
1203,27
1204,61
1205,60
1206,61
1207,9
1208,72
1209,44
1210,54
1211,23
1212,27
1213,83
1214,15
1215,32
1216,60
1217,36
1218,30
1219,68
1220,22
1221,4
1222,29
1223,33
1224,30
1225,26
1226,30
1227,16
1228,33
1229,65
1230,75
1231,62
1232,29
1233,15
1234,17
1235,67
1236,29
1237,36
1238,39
1239,37
1240,54
1241,40
1242,71
1243,3
1244,56
1245,12
1246,61
1247,8
1248,33
1249,2
1250,3
1251,5
1252,72
1253,68
1254,15
1255,62
1256,21
1257,20
1258,71
1259,23
1260,6
1261,83
1262,78
1263,34
1264,72
1265,44
1266,38
1267,78
1268,4
1269,57
1270,84
1271,44
1272,11
1273,52
1274,19
1275,7
1276,16
1277,18
1278,19
1279,58
1280,71
1281,27
1282,47
1283,25
1284,69
1285,14
1286,50
1287,89
1288,66
1289,38
1290,75
1291,39
1292,34
1293,28
1294,12
1295,27
1296,50
1297,68
1298,37
1299,29
1300,12
1301,33
1302,79
1303,18
1304,85
1305,67
1306,2
1307,64
1308,63
1309,41
1310,41
1311,74
1312,23
1313,53
1314,86
1315,51
1316,62
1317,63
1318,33
1319,16
1320,27
1321,63
1322,35
1323,23
1324,54
1325,50
1326,37
1327,8
1328,26
1329,50
1330,35
1331,28
1332,11
1333,58
1334,86
1335,37
1336,69
1337,38
1338,34
1339,15
1340,46
1341,17
1342,35
1343,25
1344,57
1345,3
1346,68
1347,22
1348,24
1349,53
1350,79
1351,29
1352,25
1353,41
1354,48
1355,28
1356,30
1357,66
1358,60
1359,25
1360,77
1361,65
1362,93
1363,18
1364,57
1365,46
1366,31
1367,74
1368,45
1369,50
1370,82
1371,49
1372,52
1373,54
1374,21
1375,28
1376,50
1377,21
1378,22
1379,71
1380,22
1381,88
1382,37
1383,7
1384,65
1385,7
1386,59
1387,17
1388,88
1389,89
1390,62
1391,31
1392,73
1393,66
1394,0
1395,81
1396,39
1397,36
1398,59
1399,40
1400,52
1401,45
1402,69
1403,89
1404,35
1405,48
1406,20
1407,9
1408,57
1409,45
1410,15
1411,26
1412,31
1413,0
1414,8
1415,21
1416,55
1417,34
1418,28
1419,67
1420,0
1421,16
1422,60
1423,73
1424,17
1425,61
1426,53
1427,29
1428,13
1429,40
1430,35
1431,77
1432,7
1433,14
1434,18
1435,18
1436,69
1437,27
1438,27
1439,64
1440,25
1441,16
1442,87
1443,8
1444,53
1445,73
1446,19
1447,21
1448,57
1449,51
1450,63
1451,74
1452,74
1453,79
1454,20
1455,26
1456,63
1457,80
1458,50
1459,8
1460,65
1461,18
1462,37
1463,56
1464,48
1465,68
1466,77
1467,28
1468,85
1469,84
1470,57
1471,31
1472,29
1473,33
1474,51
1475,21
1476,35
1477,61
1478,7
1479,54
1480,83
1481,55
1482,59
1483,36
1484,30
1485,37
1486,20
1487,52
1488,31
1489,63
1490,17
1491,50
1492,8
1493,34
1494,26
1495,3
1496,73
1497,89
1498,35
1499,4
1500,35
1501,77
1502,59
1503,40
1504,15
1505,6
1506,2
1507,54
1508,43
1509,79
1510,39
1511,43
1512,49
1513,0
1514,56
1515,6
1516,40
1517,73
1518,68
1519,82
1520,17
1521,49
1522,47
1523,36
1524,52
1525,36
1526,68
1527,73
1528,59
1529,9
1530,64
1531,41
1532,37
1533,18
1534,8
1535,79
1536,61
1537,10
1538,44
1539,34
1540,22
1541,10
1542,5
1543,26
1544,12
1545,1
1546,31
1547,46
1548,12
1549,6
1550,72
1551,28
1552,27
1553,15
1554,66
1555,16
1556,52
1557,74
1558,27
1559,72
1560,33
1561,62
1562,55
1563,11
1564,25
1565,42
1566,64
1567,8
1568,9
1569,24
1570,88
1571,73
1572,48
1573,45
1574,39
1575,39
1576,55
1577,45
1578,16
1579,25
1580,3
1581,46
1582,72
1583,30
1584,54
1585,58
1586,63
1587,62
1588,17
1589,60
1590,0
1591,56
1592,30
1593,53
1594,42
1595,43
1596,46
1597,45
1598,57
1599,24
1600,96
1601,36
1602,65
1603,74
1604,36
1605,77
1606,60
1607,69
1608,39
1609,65
1610,66
1611,53
1612,43
1613,45
1614,74
1615,50
1616,63
1617,61
1618,55
1619,19
1620,48
1621,45
1622,83
1623,9
1624,31
1625,72
1626,64
1627,41
1628,20
1629,36
1630,32
1631,53
1632,15
1633,69
1634,20
1635,73
1636,49
1637,42
1638,34
1639,48
1640,83
1641,70
1642,55
1643,30
1644,11
1645,15
1646,12
1647,49
1648,66
1649,62
1650,17
1651,57
1652,82
1653,21
1654,24
1655,16
1656,4
1657,32
1658,75
1659,60
1660,21
1661,1
1662,41
1663,44
1664,63
1665,75
1666,2
1667,20
1668,29
1669,83
1670,48
1671,49
1672,17
1673,25
1674,61
1675,43
1676,66
1677,91
1678,53
1679,4
1680,32
1681,42
1682,32
1683,56
1684,22
1685,82
1686,1
1687,34
1688,30
1689,38
1690,23
1691,47
1692,12
1693,37
1694,18
1695,58
1696,46
1697,69
1698,73
1699,24
1700,52
1701,67
1702,26
1703,56
1704,60
1705,0
1706,79
1707,73
1708,62
1709,59
1710,9
1711,84
1712,61
1713,66
1714,33
1715,67
1716,71
1717,14
1718,61
1719,25
1720,33
1721,45
1722,50
1723,27
1724,52
1725,19
1726,17
1727,20
1728,39
1729,66
1730,73
1731,20
1732,63
1733,40
1734,31
1735,28
1736,79
1737,57
1738,26
1739,65
1740,20
1741,48
1742,57
1743,19
1744,47
1745,50
1746,19
1747,88
1748,0
1749,5
1750,12
1751,26
1752,3
1753,90
1754,3
1755,58
1756,20
1757,70
1758,37
1759,20
1760,72
1761,2
1762,11
1763,77
1764,19
1765,11
1766,74
1767,5
1768,68
1769,43
1770,5
1771,63
1772,20
1773,2
1774,66
1775,49
1776,51
1777,66
1778,84
1779,19
1780,1
1781,35
1782,42
1783,69
1784,70
1785,48
1786,31
1787,21
1788,89
1789,37
1790,37
1791,65
1792,61
1793,40
1794,55
1795,49
1796,14
1797,32
1798,12
1799,82
1800,10
1801,91
1802,27
1803,67
1804,39
1805,70
1806,61
1807,12
1808,38
1809,42
1810,67
1811,66
1812,58
1813,18
1814,57
1815,21
1816,51
1817,68
1818,7
1819,50
1820,70
1821,29
1822,2
1823,11
1824,31
1825,6
1826,33
1827,23
1828,50
1829,58
1830,62
1831,6
1832,15
1833,20
1834,16
1835,66
1836,45
1837,77
1838,60
1839,40
1840,39
1841,10
1842,34
1843,7
1844,39
1845,31
1846,20
1847,32
1848,83
1849,32
1850,23
1851,31
1852,51
1853,56
1854,10
1855,0
1856,7
1857,73
1858,83
1859,35
1860,26
1861,20
1862,22
1863,59
1864,11
1865,36
1866,20
1867,26
1868,53
1869,27
1870,36
1871,7
1872,28
1873,13
1874,10
1875,59
1876,15
1877,62
1878,51
1879,12
1880,45
1881,0
1882,64
1883,67
1884,39
1885,48
1886,10
1887,18
1888,93
1889,17
1890,63
1891,12
1892,41
1893,60
1894,35
1895,51
1896,75
1897,49
1898,63
1899,20
1900,68
1901,3
1902,4
1903,22
1904,51
1905,64
1906,9
1907,35
1908,12
1909,59
1910,64
1911,14
1912,5
1913,31
1914,24
1915,33
1916,31
1917,36
1918,73
1919,30
1920,45
1921,70
1922,73
1923,19
1924,47
1925,18
1926,63
1927,59
1928,5
1929,15
1930,30
1931,64
1932,45
1933,80
1934,29
1935,68
1936,30
1937,97
1938,43
1939,19
1940,29
1941,58
1942,34
1943,9
1944,44
1945,42
1946,26
1947,38
1948,49
1949,32
1950,35
1951,20
1952,55
1953,33
1954,27
1955,14
1956,50
1957,24
1958,88
1959,51
1960,21
1961,30
1962,45
1963,58
1964,46
1965,17
1966,30
1967,63
1968,51
1969,84
1970,49
1971,28
1972,8
1973,67
1974,84
1975,54
1976,33
1977,30
1978,45
1979,16
1980,45
1981,34
1982,45
1983,73
1984,18
1985,36
1986,40
1987,14
1988,61
1989,37
1990,7
1991,15
1992,26
1993,68
1994,14
1995,40
1996,66
1997,27
1998,42
1999,5
2000,57
2001,70
2002,46
2003,15
2004,6
2005,42
2006,6
2007,47
2008,58
2009,62
2010,53
2011,80
2012,30
2013,80
2014,28
2015,50
2016,46
2017,52
2018,28
2019,56
2020,58
2021,83
2022,83
2023,84
2024,59
2025,11
2026,36
2027,44
2028,18
2029,44
2030,3
2031,60
2032,50
2033,9
2034,16
2035,76
2036,18
2037,58
2038,33
2039,45
2040,31
2041,38
2042,54
2043,35
2044,40
2045,18
2046,84
2047,87
2048,34
2049,77
2050,68
2051,42
2052,38
2053,33
2054,52
2055,94
2056,71
2057,34
2058,65
2059,8
2060,51
2061,79
2062,87
2063,9
2064,72
2065,22
2066,5
2067,30
2068,24
2069,69
2070,22
2071,71
2072,46
2073,61
2074,64
2075,36
2076,78
2077,43
2078,34
2079,37
2080,67
2081,12
2082,62
2083,14
2084,43
2085,54
2086,64
2087,40
2088,18
2089,54
2090,69
2091,46
2092,20
2093,34
2094,43
2095,58
2096,52
2097,64
2098,1
2099,70
2100,9
2101,53
2102,93
2103,53
2104,9
2105,14
2106,41
2107,71
2108,44
2109,36
2110,14
2111,37
2112,77
2113,78
2114,35
2115,73
2116,13
2117,60
2118,2
2119,53
2120,38
2121,12
2122,40
2123,75
2124,64
2125,42
2126,15
2127,88
2128,77
2129,34
2130,89
2131,29
2132,44
2133,15
2134,79
2135,21
2136,12
2137,28
2138,23
2139,68
2140,54
2141,87
2142,22
2143,19
2144,67
2145,65
2146,18
2147,56
2148,48
2149,13
2150,17
2151,33
2152,36
2153,60
2154,53
2155,28
2156,23
2157,22
2158,44
2159,42
2160,7
2161,41
2162,32
2163,21
2164,68
2165,47
2166,53
2167,66
2168,56
2169,28
2170,47
2171,15
2172,6
2173,45
2174,60
2175,16
2176,27
2177,14
2178,43
2179,48
2180,14
2181,80
2182,21
2183,29
2184,38
2185,23
2186,47
2187,53
2188,43
2189,55
2190,88
2191,62
2192,32
2193,88
2194,26
2195,21
2196,48
2197,3
2198,65
2199,31
2200,67
2201,52
2202,43
2203,38
2204,4
2205,75
2206,51
2207,11
2208,41
2209,1
2210,35
2211,3
2212,21
2213,21
2214,81
2215,78
2216,31
2217,24
2218,78
2219,28
2220,37
2221,61
2222,43
2223,60
2224,32
2225,42
2226,42
2227,35
2228,51
2229,42
2230,73
2231,91
2232,61
2233,10
2234,81
2235,35
2236,67
2237,37
2238,34
2239,24
2240,53
2241,23
2242,59
2243,62
2244,69
2245,21
2246,14
2247,54
2248,60
2249,11
2250,5
2251,23
2252,17
2253,36
2254,84
2255,62
2256,39
2257,55
2258,91
2259,5
2260,15
2261,52
2262,39
2263,48
2264,13
2265,18
2266,25
2267,20
2268,61
2269,57
2270,14
2271,39
2272,54
2273,59
2274,31
2275,47
2276,48
2277,49
2278,46
2279,55
2280,52
2281,74
2282,70
2283,68
2284,15
2285,15
2286,14
2287,44
2288,28
2289,76
2290,31
2291,45
2292,63
2293,76
2294,68
2295,61
2296,56
2297,75
2298,40
2299,58
2300,55
2301,17
2302,32
2303,9
2304,31
2305,2
2306,38
2307,33
2308,46
2309,13
2310,0
2311,78
2312,52
2313,65
2314,51
2315,56
2316,41
2317,37
2318,14
2319,31
2320,3
2321,32
2322,31
2323,53
2324,63
2325,43
2326,6
2327,44
2328,22
2329,52
2330,66
2331,59
2332,33
2333,29
2334,61
2335,5
2336,59
2337,58
2338,38
2339,73
2340,58
2341,55
2342,75
2343,51
2344,44
2345,20
2346,33
2347,3
2348,25
2349,10
2350,74
2351,44
2352,58
2353,21
2354,76
2355,4
2356,35
2357,57
2358,64
2359,42
2360,36
2361,58
2362,9
2363,55
2364,52
2365,68
2366,66
2367,36
2368,86
2369,6
2370,15
2371,51
2372,12
2373,29
2374,66
2375,59
2376,38
2377,59
2378,33
2379,61
2380,65
2381,54
2382,56
2383,51
2384,52
2385,46
2386,34
2387,84
2388,20
2389,1
2390,5
2391,18
2392,68
2393,1
2394,70
2395,34
2396,30
2397,59
2398,50
2399,29
2400,69
2401,30
2402,29
2403,43
2404,77
2405,63
2406,50
2407,19
2408,41
2409,42
2410,1
2411,1
2412,33
2413,36
2414,73
2415,53
2416,55
2417,33
2418,19
2419,31
2420,62
2421,72
2422,45
2423,60
2424,9
2425,5
2426,33
2427,3
2428,51
2429,59
2430,70
2431,61
2432,3
2433,44
2434,13
2435,53
2436,76
2437,48
2438,54
2439,19
2440,55
2441,72
2442,44
2443,5
2444,83
2445,30
2446,38
2447,9
2448,61
2449,56
2450,67
2451,23
2452,27
2453,69
2454,53
2455,30
2456,67
2457,22
2458,74
2459,48
2460,57
2461,10
2462,5
2463,50
2464,67
2465,64
2466,56
2467,62
2468,54
2469,67
2470,60
2471,25
2472,4
2473,28
2474,38
2475,61
2476,25
2477,46
2478,49
2479,72
2480,69
2481,26
2482,10
2483,57
2484,43
2485,31
2486,24
2487,18
2488,2
2489,24
2490,20
2491,9
2492,48
2493,22
2494,17
2495,23
2496,32
2497,39
2498,39
2499,24
2500,27
2501,7
2502,16
2503,4
2504,77
2505,74
2506,7
2507,26
2508,38
2509,28
2510,45
2511,52
2512,71
2513,44
2514,35
2515,83
2516,37
2517,10
2518,54
2519,47
2520,19
2521,51
2522,20
2523,46
2524,83
2525,22
2526,42
2527,0
2528,23
2529,59
2530,73
2531,60
2532,36
2533,44
2534,43
2535,66
2536,11
2537,10
2538,55
2539,50
2540,81
2541,38
2542,73
2543,17
2544,19
2545,76
2546,64
2547,36
2548,38
2549,4
2550,15
2551,33
2552,68
2553,57
2554,14
2555,17
2556,39
2557,21
2558,9
2559,52
2560,74
2561,27
2562,49
2563,73
2564,76
2565,54
2566,65
2567,4
2568,39
2569,22
2570,74
2571,47
2572,48
2573,85
2574,48
2575,20
2576,48
2577,64
2578,14
2579,27
2580,62
2581,69
2582,44
2583,58
2584,57
2585,27
2586,53
2587,77
2588,33
2589,70
2590,28
2591,65
2592,42
2593,35
2594,49
2595,25
2596,65
2597,78
2598,51
2599,0
2600,63
2601,48
2602,15
2603,22
2604,60
2605,23
2606,68
2607,70
2608,67
2609,74
2610,23
2611,45
2612,45
2613,18
2614,56
2615,29
2616,6
2617,54
2618,96
2619,51
2620,10
2621,58
2622,17
2623,34
2624,23
2625,62
2626,78
2627,48
2628,73
2629,81
2630,43
2631,4
2632,25
2633,17
2634,69
2635,17
2636,66
2637,6
2638,64
2639,55
2640,42
2641,63
2642,70
2643,38
2644,60
2645,61
2646,69
2647,32
2648,1
2649,8
2650,47
2651,50
2652,63
2653,46
2654,29
2655,60
2656,73
2657,19
2658,62
2659,59
2660,32
2661,45
2662,44
2663,62
2664,24
2665,0
2666,37
2667,67
2668,8
2669,46
2670,26
2671,51
2672,34
2673,70
2674,2
2675,61
2676,61
2677,72
2678,65
2679,28
2680,12
2681,8
2682,64
2683,22
2684,20
2685,19
2686,35
2687,32
2688,58
2689,21
2690,19
2691,49
2692,41
2693,15
2694,23
2695,37
2696,14
2697,63
2698,49
2699,62
2700,86
2701,40
2702,52
2703,44
2704,16
2705,10
2706,19
2707,68
2708,8
2709,64
2710,38
2711,66
2712,63
2713,50
2714,74
2715,35
2716,65
2717,61
2718,46
2719,0
2720,3
2721,47
2722,41
2723,43
2724,47
2725,80
2726,41
2727,56
2728,28
2729,17
2730,66
2731,78
2732,72
2733,36
2734,27
2735,41
2736,60
2737,23
2738,45
2739,6
2740,51
2741,71
2742,54
2743,44
2744,34
2745,52
2746,76
2747,15
2748,62
2749,42
2750,80
2751,67
2752,68
2753,47
2754,64
2755,55
2756,37
2757,92
2758,34
2759,1
2760,45
2761,72
2762,20
2763,47
2764,47
2765,28
2766,56
2767,39
2768,32
2769,35
2770,35
2771,89
2772,46
2773,47
2774,59
2775,70
2776,25
2777,89
2778,17
2779,97
2780,12
2781,37
2782,57
2783,57
2784,39
2785,61
2786,59
2787,33
2788,21
2789,23
2790,1
2791,52
2792,17
2793,19
2794,34
2795,88
2796,5
2797,26
2798,36
2799,7
2800,70
2801,83
2802,61
2803,77
2804,35
2805,7
2806,8
2807,39
2808,63
2809,59
2810,23
2811,7
2812,18
2813,63
2814,60
2815,94
2816,72
2817,38
2818,51
2819,55
2820,35
2821,61
2822,87
2823,48
2824,1
2825,60
2826,25
2827,14
2828,32
2829,38
2830,54
2831,4
2832,6
2833,31
2834,10
2835,63
2836,15
2837,23
2838,79
2839,44
2840,28
2841,69
2842,38
2843,65
2844,19
2845,52
2846,33
2847,17
2848,44
2849,9
2850,22
2851,81
2852,70
2853,70
2854,38
2855,42
2856,2
2857,43
2858,14
2859,46
2860,1
2861,70
2862,8
2863,30
2864,68
2865,35
2866,18
2867,36
2868,10
2869,43
2870,71
2871,41
2872,8
2873,26
2874,35
2875,20
2876,67
2877,63
2878,10
2879,51
2880,28
2881,70
2882,23
2883,38
2884,30
2885,2
2886,36
2887,15
2888,38
2889,23
2890,6
2891,36
2892,17
2893,58
2894,79
2895,75
2896,67
2897,39
2898,84
2899,46
2900,45
2901,80
2902,70
2903,58
2904,49
2905,31
2906,68
2907,42
2908,29
2909,26
2910,13
2911,59
2912,8
2913,68
2914,3
2915,13
2916,63
2917,55
2918,32
2919,7
2920,49
2921,53
2922,66
2923,71
2924,58
2925,31
2926,62
2927,11
2928,69
2929,47
2930,61
2931,7
2932,22
2933,64
2934,79
2935,88
2936,36
2937,57
2938,71
2939,47
2940,28
2941,26
2942,77
2943,11
2944,46
2945,47
2946,66
2947,76
2948,33
2949,42
2950,41
2951,53
2952,31
2953,70
2954,55
2955,47
2956,51
2957,15
2958,18
2959,71
2960,4
2961,40
2962,88
2963,58
2964,74
2965,0
2966,27
2967,37
2968,39
2969,26
2970,11
2971,26
2972,51
2973,34
2974,77
2975,12
2976,2
2977,43
2978,35
2979,8
2980,40
2981,30
2982,26
2983,33
2984,36
2985,33
2986,21
2987,53
2988,2
2989,75
2990,48
2991,32
2992,16
2993,34
2994,44
2995,38
2996,48
2997,20
